Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_00622_100	SPP-BEPSZ02_00622_3	SAM-BEPSZ02_00622	Benzo(ghi)perylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_00625_100	SPP-BEPSZ02_00625_3	SAM-BEPSZ02_00625	Benzo(k)fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/625	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_00643_100	SPP-BEPSZ02_00643_3	SAM-BEPSZ02_00643	Fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_00654_100	SPP-BEPSZ02_00654_3	SAM-BEPSZ02_00654	Indeno-(1,2,3-cd)pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/654	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_00715_100	SPP-BEPSZ02_00715_3	SAM-BEPSZ02_00715	Pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/715	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEPSZ02	BEPSZ02	60SZ02	SPO-BEPSZ02_04406_100	SPP-BEPSZ02_04406_3	SAM-BEPSZ02_04406	Chrysene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406	2009-01-01 00:00:00.0000000		EPSG:4979	4.5121840977926	50.9129395195102	15	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00381_100	SPP-BEPWOL1_00381_1	SAM-BEPWOL1_00381	Benzo(e)pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/381	1997-11-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00609_100	SPP-BEPWOL1_00609_1	SAM-BEPWOL1_00609	Benzo(a)anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/609	1997-11-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00616_100	SPP-BEPWOL1_00616_1	SAM-BEPWOL1_00616	Benzo(b)fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/616	1997-11-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00622_100	SPP-BEPWOL1_00622_1	SAM-BEPWOL1_00622	Benzo(ghi)perylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622	1997-11-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00643_100	SPP-BEPWOL1_00643_1	SAM-BEPWOL1_00643	Fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643	2001-01-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Brussels	STA-BEPWOL1	BEPWOL1	61WOL1	SPO-BEPWOL1_00654_100	SPP-BEPWOL1_00654_1	SAM-BEPWOL1_00654	Indeno-(1,2,3-cd)pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/654	1997-11-01 00:00:00.0000000		EPSG:4979	4.42570368424423	50.8565782378141	77	automatic	background	suburban	ref		2	-999	-999
