Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00020_100	SPP-BEVN073_00020_1	SAM-BEVN073_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00021_100	SPP-BEVN073_00021_1	SAM-BEVN073_00021	C6H5-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00024_100	SPP-BEVN073_00024_1	SAM-BEVN073_00024	CH2=CH-CH=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/24	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00082_100	SPP-BEVN073_00082_1	SAM-BEVN073_00082	trans-H3C-HC=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/82	2008-01-01 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00316_100	SPP-BEVN073_00316_1	SAM-BEVN073_00316	(CH3)2-CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/316	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00394_100	SPP-BEVN073_00394_1	SAM-BEVN073_00394	H3C-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/394	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00431_100	SPP-BEVN073_00431_1	SAM-BEVN073_00431	C6H5-C2H5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/431	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00441_100	SPP-BEVN073_00441_1	SAM-BEVN073_00441	C7H16	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/441	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00443_100	SPP-BEVN073_00443_1	SAM-BEVN073_00443	C6H14	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/443	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00449_100	SPP-BEVN073_00449_1	SAM-BEVN073_00449	(CH3)3-C-CH2-CH-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/449	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00450_100	SPP-BEVN073_00450_1	SAM-BEVN073_00450	H3C-CH2-CH(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/450	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00451_100	SPP-BEVN073_00451_1	SAM-BEVN073_00451	CH2=CH-C(CH3)=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/451	2008-01-01 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00464_100	SPP-BEVN073_00464_1	SAM-BEVN073_00464	m,p-C6H4(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/464	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00475_100	SPP-BEVN073_00475_1	SAM-BEVN073_00475	C8H18	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/475	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00482_100	SPP-BEVN073_00482_1	SAM-BEVN073_00482	o-C6H4-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_00486_100	SPP-BEVN073_00486_1	SAM-BEVN073_00486	H3C-(CH2)3-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/486	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06005_100	SPP-BEVN073_06005_1	SAM-BEVN073_06005	H2C=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6005	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06006_100	SPP-BEVN073_06006_1	SAM-BEVN073_06006	trans-H3C-CH=CH-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6006	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06007_100	SPP-BEVN073_06007_1	SAM-BEVN073_06007	cis-H3C-CH=CH-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6007	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06008_100	SPP-BEVN073_06008_1	SAM-BEVN073_06008	H2C=CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6008	2001-10-02 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06011_100	SPP-BEVN073_06011_1	SAM-BEVN073_06011	1,2,4-C6H3(CH3)3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6011	2008-01-01 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN073	BEVN073	50N073	SPO-BEVN073_06013_100	SPP-BEVN073_06013_1	SAM-BEVN073_06013	1,3,5-C6H3(CH3)3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6013	2008-01-01 00:00:00.0000000		EPSG:4979	4.98842295409252	50.5027163414413	160	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00020_100	SPP-BEVN085_00020_1	SAM-BEVN085_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00021_100	SPP-BEVN085_00021_1	SAM-BEVN085_00021	C6H5-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00024_100	SPP-BEVN085_00024_1	SAM-BEVN085_00024	CH2=CH-CH=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/24	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00082_100	SPP-BEVN085_00082_1	SAM-BEVN085_00082	trans-H3C-HC=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/82	2008-01-01 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00316_100	SPP-BEVN085_00316_1	SAM-BEVN085_00316	(CH3)2-CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/316	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00394_100	SPP-BEVN085_00394_1	SAM-BEVN085_00394	H3C-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/394	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00431_100	SPP-BEVN085_00431_1	SAM-BEVN085_00431	C6H5-C2H5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/431	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00441_100	SPP-BEVN085_00441_1	SAM-BEVN085_00441	C7H16	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/441	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00443_100	SPP-BEVN085_00443_1	SAM-BEVN085_00443	C6H14	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/443	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00449_100	SPP-BEVN085_00449_1	SAM-BEVN085_00449	(CH3)3-C-CH2-CH-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/449	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00450_100	SPP-BEVN085_00450_1	SAM-BEVN085_00450	H3C-CH2-CH(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/450	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00451_100	SPP-BEVN085_00451_1	SAM-BEVN085_00451	CH2=CH-C(CH3)=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/451	2008-01-01 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00464_100	SPP-BEVN085_00464_1	SAM-BEVN085_00464	m,p-C6H4(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/464	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00475_100	SPP-BEVN085_00475_1	SAM-BEVN085_00475	C8H18	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/475	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00482_100	SPP-BEVN085_00482_1	SAM-BEVN085_00482	o-C6H4-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_00486_100	SPP-BEVN085_00486_1	SAM-BEVN085_00486	H3C-(CH2)3-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/486	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06005_100	SPP-BEVN085_06005_1	SAM-BEVN085_06005	H2C=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6005	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06006_100	SPP-BEVN085_06006_1	SAM-BEVN085_06006	trans-H3C-CH=CH-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6006	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06007_100	SPP-BEVN085_06007_1	SAM-BEVN085_06007	cis-H3C-CH=CH-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6007	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06008_100	SPP-BEVN085_06008_1	SAM-BEVN085_06008	H2C=CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6008	2001-10-02 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06011_100	SPP-BEVN085_06011_1	SAM-BEVN085_06011	1,2,4-C6H3(CH3)3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6011	2008-01-01 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN085	BEVN085	50N085	SPO-BEVN085_06013_100	SPP-BEVN085_06013_1	SAM-BEVN085_06013	1,3,5-C6H3(CH3)3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6013	2008-01-01 00:00:00.0000000		EPSG:4979	6.00173628853782	50.3032078285878	490	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00020_100	SPP-BEVN093_00020_1	SAM-BEVN093_00020	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00021_100	SPP-BEVN093_00021_1	SAM-BEVN093_00021	C6H5-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00024_100	SPP-BEVN093_00024_1	SAM-BEVN093_00024	CH2=CH-CH=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/24	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00082_100	SPP-BEVN093_00082_1	SAM-BEVN093_00082	trans-H3C-HC=CH-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/82	2008-01-01 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00316_100	SPP-BEVN093_00316_1	SAM-BEVN093_00316	(CH3)2-CH-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/316	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00394_100	SPP-BEVN093_00394_1	SAM-BEVN093_00394	H3C-CH2-CH2-CH3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/394	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00431_100	SPP-BEVN093_00431_1	SAM-BEVN093_00431	C6H5-C2H5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/431	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00441_100	SPP-BEVN093_00441_1	SAM-BEVN093_00441	C7H16	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/441	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00443_100	SPP-BEVN093_00443_1	SAM-BEVN093_00443	C6H14	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/443	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00449_100	SPP-BEVN093_00449_1	SAM-BEVN093_00449	(CH3)3-C-CH2-CH-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/449	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00450_100	SPP-BEVN093_00450_1	SAM-BEVN093_00450	H3C-CH2-CH(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/450	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00451_100	SPP-BEVN093_00451_1	SAM-BEVN093_00451	CH2=CH-C(CH3)=CH2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/451	2008-01-01 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00464_100	SPP-BEVN093_00464_1	SAM-BEVN093_00464	m,p-C6H4(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/464	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00475_100	SPP-BEVN093_00475_1	SAM-BEVN093_00475	C8H18	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/475	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEVN093	BEVN093	50N093	SPO-BEVN093_00482_100	SPP-BEVN093_00482_1	SAM-BEVN093_00482	o-C6H4-(CH3)2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/482	2005-12-22 00:00:00.0000000		EPSG:4979	5.2351686547741	50.2744775113489	265	automatic	background	rural	ref		3	-999	-999
